the_geom,fb30_indian,fb30_all_other,american_indian_eskimo_1930,american_indian_eskimo_1940,asian_pacific_1930,asian_pacific_1940,black_pop_1930,black_pop_1940,city,city_id,density_1930,density_1940,other_1930,other_1940,source_1930,source_1940,state,white_pop_1930,white_pop_1940,fb30_afr_amer,fb30_chinese,cartodb_id,fb30_japanese,fb30_other_races,fb30_white,fb40_afr_amer,fb40_all_other,fb40_chinese,fb40_indian,fb40_japanese,fb40_other_races,fb40_white,fb30_percent,fb40_percent,fb_40,fb_30,foreign_white_only_1930,foreign_white_only_1940,native_pop_1940,native_pop_1930,total_pop_1930,total_pop_1940,cartodb_georef_status,,
0101000020E6100000C6A2E9EC640C54C02046088F36C63940,,,0,5,53,118,25116,36857,Miami,30,2573,5682,0,0,1,6,FL,85468,135192,5512,,19,,34,8225,4063,1,22,0,22,45,12517,12.4,9.7,16625,13771,,,155547,96866,110637,172172,TRUE,,
0101000020E6100000DA38622D3E1355C070EB6E9EEA104140,,,0,0,0,0,0,0,Milton,278,,,0,0,,,MA,0,0,,,194,,,,,,,,,,,,,,,,,,,,,TRUE,,
0101000020E61000001BD82AC1E25057C0D3872EA86F7D4640,6,0,158,145,392,480,4176,4646,Minneapolis,81,8382,9152,0,0,1,6,MN,459630,487099,28,130,68,23,159,80936,29,0,167,9,10,186,64149,17.5,13.1,64364,81123,,,428006,383233,464356,492370,TRUE,,
0101000020E6100000F085C954C10256C08BA6B393C1B13E40,,,12,20,48,48,24514,29046,Mobile,11,0,0,0,0,2,7,AL,43628,49606,,,2,,,2003,,,4,,1,,1472,3.1,2,1556,2140,,,77164,66062,68202,78720,TRUE,,
0101000020E6100000FEF15EB5329355C042EC4CA1F32E4040,,,1,2,3,2,29970,34535,Montgomery,12,0,0,0,0,2,7,AL,36105,43547,,,3,,,631,,,,,,,592,1,0.8,596,639,,,77488,65440,66079,78084,TRUE,,
0101000020E6100000E21E4B1FBA5855C0A9D903ADC0184440,,,0,0,0,0,0,0,Muncie,55,0,0,0,0,2,7,IN,0,0,,,44,,,554,,,6,,,,457,,0.9,467,,1.2,,49253,,46548,49720,TRUE,,
0101000020E6100000D2A92B9FE58F55C04BB0389CF99D4540,,,0,0,0,0,0,0,Muskegon,77,0,0,0,0,2,7,MI,0,0,,,64,,,5653,,,,,,,4261,,8.9,4264,,13.7,,43433,,41390,47697,TRUE,,
0101000020E6100000276BD44334B255C0E15D2EE23B154240,,,,,,,,"47,318",Nashville,306,,,,12,,,TN,,"120,072",20,,206,,2,1789,31,0,2,0,1,3,1522,1.2,0.9,1556,1811,,,165846,152055,153866,167402,TRUE,,
0101000020E6100000C6E1CCAFE6CE51C0475A2A6F47244540,,,0,0,0,0,0,0,Needham,279,,,0,0,,,MA,0,0,,,195,,,,,,,,,,,,,,,,,,,,,TRUE,,
0101000020E6100000207BBDFBE33152C0E2E47E87A2D44440,,,,,,,,,New Britain,182,,,,,,,CT,,,,,159,,,20746,,,,,,,17054,30.5,24.9,17079,20786,,,51606,47342,68128,68685,TRUE,,
0101000020E6100000A3586E69351654C0F8FC304278804440,,,0,0,0,0,0,0,New Castle,137,0,0,0,0,2,7,PA,0,0,,,116,,,7372,,,,,,,6119,,12.9,6130,,15.1,,41508,,48674,47638,TRUE,,
0101000020E6100000255D33F9663B52C096218E7571A74440,,,14,11,84,97,5302,6235,New Haven,27,9087,0,0,0,1,7,CT,157255,154262,402,,16,,51,40091,285,3,35,2,8,48,32390,24.9,20.4,32723,40544,,,127882,122111,162655,160605,TRUE,,
0101000020E610000049BA66F2CD8456C05C2041F163F43D40,5,20,0,0,0,0,0,0,New Orleans,63,2347,2480,0,0,1,6,LA,0,0,666,121,52,26,172,20208,389,14,88,11,6,119,14695,4.6,3.1,15203,21046,,,479334,437716,458762,494537,TRUE,,
0101000020E610000008AC1C5A641B53C00551F701487D4240,,,2,0,13,0,13281,15283,Newport News,165,0,0,0,12,2,7,VA,21121,21772,,,143,,,1488,,,,,,,1054,,3,1106,,4.8,,35961,,34417,37067,TRUE,,
0101000020E6100000D36A48DC63CD51C0D0B87020242B4540,,,0,0,0,0,0,0,Newton,280,,,0,0,,,MA,0,0,,,196,,,,,,,,,,,,,,,,,,,,,TRUE,,
0101000020E6100000CBD6FA22A1C353C06ABC7493188C4540,,,85,105,5,9,906,975,Niagara Falls,102,0,0,0,0,2,7,NY,74464,76940,,,85,,,24483,,,2,,1,,19734,32.6,25.4,19830,24597,,,58199,50863,75460,78029,TRUE,,
0101000020E6100000910A630B411253C07FF62345646C4240,1,3,12,3,232,188,43942,45893,Norfolk,166,4633,5118,0,0,1,6,VA,85523,98248,111,72,144,14,90,4342,73,2,28,0,10,40,3657,3.5,2.6,3770,4543,,,140562,125167,129710,144332,TRUE,,
0101000020E61000006FF085C954915EC017F19D98F5E64240,1,21,,,,,,,Oakland,17,,,,,,,CA,,,204,1366,8,1108,2496,51331,116,15,1075,19,655,1764,42661,19,14.7,44541,54031,,,257622,230032,284063,302163,TRUE,,
0101000020E61000004777103B53FE5BC0068195438B9C4440,,,,,,,,,Ogden,162,,,,,,,UT,,,,,140,,,4059,,,28,,77,,2933,,6.9,3040,,10.1,,40648,,40272,43688,TRUE,,
0101000020E6100000172B6A300D6158C079758E01D9BB4140,2,1,,,,,,"19,344",Oklahoma City,126,6098,4105,,365,,,OK,,"184,715",10,75,106,6,84,3628,11,2,17,1,2,22,2818,2,1.4,2851,3722,,,201573,181667,185389,204424,TRUE,,
0101000020E6100000042159C004FC57C09335EA211AA14440,,,,,,,,"12,015",Omaha,314,,,,189,,,NE,,"211,640",,,208,,,,,,,,,,,,,"22,311",,,,"189,329",,,"223,844",TRUE,,
0101000020E6100000E21E4B1FBA2256C02CF180B229034640,,,0,0,0,0,0,0,Oshkosh,175,0,0,0,0,2,7,WI,0,0,,,152,,,5041,,,1,,,,3270,,8.3,3271,,12.6,,35818,,40108,39089,TRUE,,
0101000020E61000005C5A0D897BCA52C0F67F0EF3E5F94340,20,29,,,,,,,Philadelphia,138,,,,,,,PA,,,2017,1023,117,96,1168,368893,1647,23,489,12,50,574,290325,19.1,15.1,292546,372078,,,1638788,1578883,1950961,1931334,TRUE,,
0101000020E6100000761A69A9BCFF53C055FB743C66384440,8,13,39,0,341,0,54983,0,Pittsburgh,139,13057,12892,0,0,1,6,PA,614454,609260,277,196,118,12,229,109179,216,4,73,4,0,81,84606,16.4,12.6,84903,109685,,,586756,560132,669817,671659,TRUE,,
0101000020E61000000DE02D90A0D254C052616C21C8514540,,,0,0,0,0,0,0,Pontiac,78,0,0,0,0,2,7,MI,0,0,,,65,,,9642,,,2,,,,6630,14.9,10,6680,9696,,,59946,55232,64928,66626,TRUE,,
0101000020E61000008A027D224F7C57C00ABFD4CF9BE23D40,,,,,,,,,Port Arthur,159,,,,,,,TX,,,,,137,,,2565,,,,,,,1604,5.1,3.5,1625,2613,,,44515,48289,50902,46140,TRUE,,
0101000020E61000009ACE4E0647AB5EC0AC8BDB6800C34640,0,35,,,,,,,Portland,128,,,,,,,OR,,,43,630,108,1056,1721,48464,39,15,611,7,725,1358,38608,16.6,13.1,40005,50228,,,265389,251587,301815,305394,TRUE,,
0101000020E610000030D80DDB161353C0740CC85EEF6A4240,,,,,,,,,Portsmouth,320,,,,,,,VA,,,,,209,,,880,,,,,,,761,,1.6,792,,1.9,,49953,,45704,50745,TRUE,,
0101000020E610000030D80DDB161353C0740CC85EEF6A4240,,,0,0,0,0,0,0,Portsmouth,121,0,0,0,0,2,7,OH,0,0,,,101,,,638,,,3,,,,443,,1.1,447,,1.5,,40019,,42560,40466,TRUE,,
0101000020E610000037A6272CF17A52C0BD8C62B9A5D94440,,,0,0,0,0,0,0,Poughkeepsie,103,0,0,0,0,2,7,NY,0,0,,,86,,,5859,,,,,,,4925,,12.2,4944,,14.5,,35534,,40288,40478,TRUE,,
0101000020E6100000B13385CE6BDA51C0931D1B8178E94440,1,1,,,,,,"6,388",Providence,144,,,,212,,,RI,,"246,904",652,85,123,6,93,64610,575,2,63,1,0,66,51208,25.8,20.5,51849,65355,,,201655,187626,252981,253504,TRUE,,
0101000020E6100000DEAB5626FC265AC0CD3B4ED191204340,,,,,,,,1381,Pueblo,24,,,,122,,,CO,,50659,,,15,,,6084,,,15,,34,,4344,12.3,8.4,4403,6154,,,47759,43942,50096,52162,TRUE,,
0101000020E6100000BE13B35E0C7352C080F10C1AFA5F4440,5,12,37,66,679,947,18609,25890,Queens,104,0,0,0,0,2,7,NY,1059804,1270731,1700,262,87,123,402,266257,1864,12,216,15,242,485,276588,24.9,21.5,278937,268359,,,1018697,810770,1079129,1297634,TRUE,,
0101000020E6100000C3F0113125C051C0FFE7305F5E204540,,,0,0,0,0,0,0,Quincy,281,,,0,0,,,MA,0,0,,,197,,,,,,,,,,,,,,,,,,,,,TRUE,,
0101000020E61000001CEBE2361AF255C07E52EDD3F15C4540,,,26,13,9,9,477,432,Racine,176,0,0,0,0,2,7,WI,67030,66741,,,153,,,14365,,,3,,,,11120,21.3,16.5,11127,14369,,,56068,53173,67542,67195,TRUE,,
0101000020E61000004278B471C4C051C0475A2A6F47344540,,,0,0,0,0,0,0,Revere,282,,,0,0,,,MA,0,0,,,198,,,,,,,,,,,,,,,,,,,,,TRUE,,
0101000020E61000000CEA5BE6745D53C09EEA909BE1C64240,,,9,23,58,62,52988,61251,Richmond,168,7622,9021,0,0,1,6,VA,129874,131706,37,,145,,33,4049,42,0,30,0,2,32,3413,2.3,1.8,3487,4119,,,189555,178810,182929,193042,TRUE,,
0101000020E61000004A5E9D6340FC53C03B191C25AFA24240,,,0,0,4,0,12368,12812,Roanoke,169,0,0,0,3,2,7,VA,56834,56472,,,146,,,831,,,,,,,706,1.2,1,710,842,,,68577,68364,69206,69287,TRUE,,
0101000020E6100000732EC555656753C09609BFD4CF934540,7,0,47,97,112,62,2679,3262,Rochester,105,9595,9338,0,0,1,6,NY,325294,321554,59,70,88,7,84,74696,58,1,31,36,5,73,60107,22.8,18.5,60238,74839,,,264737,253293,328132,324975,TRUE,,
0101000020E6100000732EC555656753C09609BFD4CF934540,,,,,,,,3262,Rochester,82,,,,150,,,MN,,321554,,,69,,,1894,,,,,,,1740,,6.6,1746,,9.2,,24566,,20621,26312,TRUE,,
0101000020E6100000BC749318044656C0747B4963B4224540,,,0,0,0,0,0,0,Rockford,49,7339,0,0,0,1,7,IL,0,0,,,38,,,18252,,,6,,,,13689,21.3,16.2,13696,18278,,,70941,67586,85864,84637,TRUE,,
0101000020E61000001DC9E53FA45F5EC0D82AC1E2704A4340,,25,,,,,,,Sacramento,18,,,,,,,CA,,,38,731,9,1562,2318,14912,17,23,547,15,974,1559,12144,18.4,12.9,13720,17268,,,92238,76482,93750,105958,TRUE,,
0101000020E61000006DAD2F12DAFC54C099D36531B1B54540,,,0,0,0,0,0,0,Saginaw,79,0,0,0,0,2,7,MI,0,0,,,66,,,12591,,,5,,,,8488,15.6,10.3,8531,12622,,,74263,68093,80715,82794,TRUE,,
0101000020E6100000033E3F8C104A5DC081ECF5EE8F5B4040,1,3,139,143,1843,2109,2723,4143,San Diego,19,1581,2134,0,0,1,6,CA,143290,196946,38,295,10,467,766,20782,45,10,191,11,327,539,19529,14.6,9.9,20113,21586,,,183228,126409,147995,203341,TRUE,,
0101000020E610000074D2FBC6D79A5EC03A58FFE730E34240,7,135,151,224,27549,26765,3803,4846,San Francisco,20,15105,14227,0,0,1,6,CA,602891,602701,360,8549,11,3642,12333,158948,208,97,7114,57,2276,9544,130271,27.1,22.1,140023,171641,,,494513,462753,634394,634536,TRUE,,
0101000020E61000009ACE4E0647795EC0734BAB2171AB4240,,,7,16,853,744,240,291,San Jose,21,0,0,0,0,2,7,CA,56551,67406,,,12,,,10025,,,88,,114,,9065,18,13.5,9275,10385,,,59182,47266,57651,68457,TRUE,,
0101000020E6100000CA54C1A8A4C051C06C43C5387F3B4540,,,0,0,0,0,0,0,Saugus,283,,,0,0,,,MA,0,0,,,199,,,,,,,,,,,,,,,,,,,,,TRUE,,
0101000020E6100000384A5E9D634654C034F44F70B10A4040,,,,,,,,43237,Savannah,37,,,,59,,,GA,,52700,,,26,,,2452,,,14,,,,1856,3,2,1901,2531,,,94095,82493,85024,95996,TRUE,,
0101000020E6100000609335EA217C52C02A8C2D0439684540,,,0,0,0,0,0,0,Schenectady,106,9201,0,0,0,1,7,NY,0,0,,,89,,,20162,,,5,,,,15414,21.1,17.6,15435,20224,,,72114,75468,95692,87549,TRUE,,
0101000020E610000011C7BAB88DEA52C06A6AD95A5FB44440,,,,,,,,,Scranton,140,,,,,,,PA,,,12,,119,,7,25438,8,1,0,0,0,1,18380,17.7,13.1,18389,25457,,,122015,117976,143433,140404,TRUE,,
0101000020E6100000E57E87A240955EC00B410E4A98CD4740,13,24,0,0,0,0,0,0,Seattle,170,5337,5377,0,0,1,6,WA,0,0,102,726,147,4448,5211,73029,93,27,830,32,2876,3765,59612,21.4,17.2,63470,78342,,,304832,287241,365583,368302,TRUE,,
0101000020E61000004087F9F2027057C048BF7D1D38434040,,,,,,,,35975,Shreveport,64,,,,46,,,LA,,62146,,,53,,,1596,,,15,,0,,1460,2.1,1.5,1485,1622,,,96682,75033,76655,98167,TRUE,,
0101000020E6100000EE7C3F355EC651C0FDF675E09C314540,,,0,0,0,0,0,0,Somerville,284,,,0,0,,,MA,0,0,,,200,,,,,,,,,,,,,,,,,,,,,TRUE,,
0101000020E610000088D7F50B765B5DC05C3D27BD6FD44740,0,0,43,55,509,405,617,644,Spokane,171,2859,2940,0,0,1,6,WA,114345,120897,6,54,148,226,208,16207,13,1,61,0,125,187,12755,14.3,10.6,12955,16493,,,109046,99021,115514,122001,TRUE,,
0101000020E6100000FB96395D165357C081ECF5EE8F9B4240,,,0,0,0,0,0,0,Springfield,122,0,4718,0,0,2,6,OH,0,0,,,102,,,2135,,,8,,,,1553,3.1,2.2,1564,2165,,,69098,66628,68743,70662,TRUE,,
0101000020E6100000FB96395D165357C081ECF5EE8F9B4240,,,8,8,0,8,1779,1804,Springfield,86,0,0,0,0,2,7,MO,55740,59432,,,72,,,838,,,,,,,635,1.5,1,637,839,,,60601,56688,57527,61238,TRUE,,
0101000020E6100000FB96395D165357C081ECF5EE8F9B4240,,,,,,,,,Springfield,66,,,,,,,MA,,,69,,54,,51,32642,54,1,27,0,0,28,26738,21.9,17.9,26820,32782,,,122734,117138,149900,149554,TRUE,,
0101000020E6100000FB96395D165357C081ECF5EE8F9B4240,,,4,3,10,21,3324,3357,Springfield,50,0,4718,0,0,2,6,IL,68526,72122,,,39,,,6253,,,10,,,,4615,8.7,6.1,4631,6262,,,70872,65002,71864,75503,TRUE,,
0101000020E610000030815B77F38852C0A4C7EF6DFA474440,0,3,10,6,154,163,2576,3397,Staten Island,107,0,0,0,0,0,7,NY,155606,170875,211,40,90,13,56,39532,140,2,42,1,12,57,35121,25.1,20.2,35318,39799,,,139123,118547,158346,174441,TRUE,,
0101000020E61000002D95B7239C525EC08AB0E1E995FA4240,,,53,28,2772,4179,433,875,Stockton,22,0,0,0,0,2,7,CA,44705,49632,,,13,,,8010,,,470,,487,,7061,,14.8,8077,,16.7,,46637,,47963,54714,TRUE,,
0101000020E6100000AFB14B546F0953C04A24D1CB28864540,24,4,162,225,65,20,1899,2082,Syracuse,108,8274,8141,0,0,1,6,NY,207200,203640,50,36,91,5,69,35031,27,0,14,40,1,55,27550,16.8,13.4,27632,35150,,,178335,174176,209326,205967,TRUE,,
0101000020E610000026FC523F6F9C5EC0FFE7305F5EA04740,1,1,180,188,1345,959,730,650,Tacoma,172,2302,2353,0,0,1,6,WA,104562,107611,17,54,149,620,676,19799,9,0,20,2,345,367,15854,19.2,14.8,16230,20492,,,93178,86325,106817,109408,TRUE,,
0101000020E61000005760C8EA569D54C0514EB4AB90F23B40,,,4,2,22,15,21172,23331,Tampa,32,5324,5705,0,0,1,6,FL,79963,85043,631,,21,,15,14521,311,0,4,2,2,8,11082,15,10.5,11401,15167,,,96990,85994,101161,108391,TRUE,,
0101000020E6100000315F5E807DDA55C088855AD3BCBB4340,,,0,0,0,0,0,0,Terre Haute,57,0,0,0,0,2,7,IN,0,0,,,46,,,2665,,,,,,,1887,4.3,3,1893,2687,,,60800,60123,62810,62693,TRUE,,
0101000020E6100000611A868F88E354C0CC4065FCFBD44440,9,2,19,22,144,141,13260,14597,Toledo,123,8810,0,0,0,1,7,OH,277295,267589,79,51,103,24,86,33836,56,2,35,4,12,53,24747,11.7,8.8,24856,34001,,,257493,256717,290718,282349,TRUE,,
0101000020E61000004F58E20165EB57C035B56CAD2F864340,,,,,,,,5679,Topeka,58,,,,58,,,KS,,62096,,,47,,,3193,,,8,,,,2287,5,3.4,2299,3201,,,65534,60919,64120,67833,TRUE,,
0101000020E6100000FAB836548CAF52C064CC5D4BC81B4440,,,,,,,,,Trenton,192,,,,,,,NJ,,,78,,169,,31,26768,40,0,11,0,0,11,21856,21.8,17.6,21907,26877,,,102790,96479,123356,124697,TRUE,,
0101000020E61000001DACFF7398C954C06F641EF9834D4540,,,0,0,0,0,0,0,Troy,109,0,0,0,0,2,7,NY,0,0,,,92,,,10214,,,,,,,7554,14.1,10.8,7565,10247,,,62739,62516,72763,70304,TRUE,,
0101000020E6100000CB9C2E8B89FF57C0791EDC9DB5134240,0,0,,,,,,"15,151",Tulsa,127,,,,654,,,OK,,"115,357",12,2,107,4,6,2820,9,0,2,6,3,11,2174,2,1.5,2194,2838,,,139963,138420,141258,142157,TRUE,,
0101000020E610000097C5C4E6E3CE52C04D158C4AEA8C4540,,,21,8,19,7,456,514,Utica,110,4799,5228,0,0,1,6,NY,101244,99989,6,,93,,12,21309,6,0,6,0,0,6,17340,21,17.3,17352,21327,,,83166,80413,101740,100518,TRUE,,
0101000020E61000007A53910A634958C031B610E4A08C3F40,,,,,,,,11025,Waco,161,,,,13,,,TX,,44944,,,139,,,1833,,,7,,,,1372,3.5,2.5,1388,1838,,,54594,51010,52848,55982,TRUE,,
0101000020E61000001327F73B14CF51C0B1A206D330304540,,,0,0,0,0,0,0,Waltham,285,,,0,0,,,MA,0,0,,,201,,,,,,,,,,,,,,,,,,,,,TRUE,,
0101000020E6100000598638D6C5C154C01344DD07203D4540,,,0,0,0,0,0,0,Warren,124,0,0,0,0,0,7,OH,0,0,,,104,,,6460,,,,,,,5224,,12.2,5229,,15.7,,37608,,41062,42837,TRUE,,
0101000020E610000043908312663052C0C8CD70033E2B4640,,,,,,,,,Waterbury,183,,,,,,,CT,,,,,160,,,27812,,,8,,11,,22315,27.9,22.5,22406,27899,,,76908,72003,99902,99314,TRUE,,
0101000020E610000084F57F0EF31557C073637AC2123F4540,,,,,,,,1498,Waterloo,43,,,,8,,,IA,,50237,,,32,,,2512,,,,,,,2052,,3.9,2055,,5.4,,49688,,45191,51743,TRUE,,
0101000020E610000092AE997CB3CB51C07A8D5DA27A2F4540,,,0,0,0,0,0,0,Watertown,286,,,0,0,,,MA,0,0,,,202,,,,,,,,,,,,,,,,,,,,,TRUE,,
0101000020E6100000B3D2A41474FB55C012F758FAD0114540,,,0,1,15,15,2192,1897,Wheeling,179,0,0,0,0,2,7,WV,59452,59186,,,156,,,5072,,,8,,,,4008,8.3,6.6,4017,5097,,,57082,56562,61659,61099,TRUE,,
0101000020E6100000E1455F419A5558C0D47D00529BD84240,0,0,60,53,27,41,5623,5686,Wichita,59,5368,5449,0,0,1,6,KS,105400,109186,10,9,48,3,12,2783,9,0,27,1,1,29,2154,2.5,1.9,2192,2805,,,112774,108305,111110,114966,TRUE,,
0101000020E61000009274CDE49BC75CC006BB61DBA2104240,,,0,0,0,0,0,0,Winchester,287,,,0,0,,,MA,0,0,,,203,,,,,,,,,,,,,,,,,,,,,TRUE,,
0101000020E6100000C6E1CCAFE6BE51C0645DDC4603304540,,,0,0,0,0,0,0,Winthrop,288,,,0,0,,,MA,0,0,,,204,,,,,,,,,,,,,,,,,,,,,TRUE,,
0101000020E6100000A228D027F2E051C0FFE7305F5E004540,,,,,,,,,Woonsocket,145,,,,,,,RI,,,,,124,,,15522,,,8,,,,12001,,24.4,12024,,31.4,,37279,,49375,49303,TRUE,,
0101000020E61000001AFA27B858F351C0DA20938C9C214540,0,1,,,,,,,Worcester,187,,,,,,,MA,,,55,52,164,5,58,51048,40,0,26,1,2,29,39991,26.2,20.7,40060,51161,,,153634,144150,195311,193694,TRUE,,
0101000020E61000006DFFCA4A932E53C097900F7A36FB4340,,,,,,,,,York,142,,,,,,,PA,,,,,121,,,1248,,,,,,,988,2.3,1.8,996,1259,,,55716,53995,55254,56712,TRUE,,
0101000020E6100000448655BC912954C0BF654E97C58C4440,1,7,18,18,45,31,14552,14615,Youngstown,125,5030,5113,0,0,1,6,OH,155387,153056,50,17,105,0,25,33156,36,4,5,2,0,11,26671,19.5,15.9,26718,33231,,,141002,136771,170002,167720,TRUE,,
,,,,,,,,,Bergen Co.,190,,,,,,,NJ,,,,,167,,,83879,,,62,,21,,73045,,17.9,73288,,23,,336358,,364977,409646,FALSE,,
,,,,,,,,,Binghamton/Johnson City,194,,,,,,,NY,,,,,171,,,10571,,,,,,,8990,13.8,11.5,9007,10590,,,69302,66092,76682,78309,FALSE,,
0101000020E610000021EA3E00A98956C00E2DB29DEF4F4340,,,0,0,0,0,0,0,East St. Louis,47,0,0,0,0,2,7,IL,0,0,,,36,,,4670,,,3,,,,3553,6.3,4.7,3562,4679,,,72047,69668,74347,75609,TRUE,,
0101000020E61000003E5C72DC299F5AC035D252793BC23F40,,,,,,,,2188,ElPaso,155,,,,299,,,TX,,94323,,,133,,,36135,,,,,,,21973,35.4,22.9,22122,36303,,,74688,66118,102421,96810,TRUE,,
,,,0,0,0,0,0,0,Essex County,96,0,0,0,0,3,7,NJ,0,0,,,81,,,186156,,,204,,31,,150355,,18.1,151581,,22.3,,685759,,833513,837340,FALSE,,
,0,7,,,,,,,Greater Kansas City,226,,,,,,,MO,,,58,71,178,19,97,26043,33,4,39,1,4,48,19339,6.6,4.9,19420,26198,,,379758,373548,399746,399178,FALSE,,
,,,,,,,,,Holyoke Chicopee,186,,,,,,,MA,,,,,163,,,16232,,,,,,,12067,28.7,22.5,12072,16239,,,41678,40298,56537,53750,FALSE,,
,,,0,0,0,0,0,0,Hudson County,95,0,0,0,0,2,7,NJ,0,0,,,80,,,184159,,,138,,14,,137843,,21,138167,,26.7,,513873,,690730,656040,FALSE,,
,,,0,0,0,0,0,0,Lake County Calumet/Hammond,305,0,0,0,0,2,7,IN,0,0,,,205,,,,,,,,,,17906,,,,,,15,,,,119458,FALSE,,
,,,0,0,0,0,0,0,Lake County Gary,54,0,0,0,0,2,7,IN,0,0,41,,43,,13,22145,43,0,11,19,2,32,17270,22.1,15.5,17345,22199,,,94374,78227,100426,111719,FALSE,,
,2,4,,,,,,,Milwaukee Co.,201,,,,,,,WI,,,39,106,177,6,118,110454,41,1,82,4,4,91,83809,19.1,14.3,83941,110611,,,503531,467638,578249,587472,FALSE,,
,,,,,,,,,Pawtucket & Central Falls,143,,,,,,,RI,,,,,122,,,22218,,,12,,,,17092,28.9,22.6,17155,22281,,,58642,54868,77149,75797,FALSE,,
,1,5,,,,,,694,SaltLakeCity,163,,,,541,,,UT,,148699,7,93,141,295,394,17693,7,2,54,4,153,213,13340,12.9,9,13560,18094,,,136374,122173,140287,149934,FALSE,,
0101000020E6100000C49448A2979F58C05B94D920936C3D40,2,1,,,,,,19235,SanAntonio,160,,,,597,,,TX,,234022,41,159,138,14,176,40495,22,0,211,12,14,237,28037,17.6,11.1,28296,40712,,,225558,190830,231542,253854,TRUE,,
,,,,,,,,3789,Seattle(draft),255,,,,"10,412",,,WA,,354101,,,180,,,,,,,,,,,,,,,,,,,,,FALSE,,
,,,,,,,,871,SiouxCity,42,,,,132,,,IA,,81360,,,31,,,8598,,,6,,,,6587,10.9,8,6595,8617,,,75769,70566,79183,82364,FALSE,,
,,,5,15,54,36,3431,3555,SouthBend,56,6165,5141,0,0,1,6,IN,100703,97662,19,,45,,46,14029,17,1,28,0,1,30,10877,13.5,10.8,10924,14094,,,90344,90099,104193,101268,FALSE,,
,,,0,52,0,0,2178,2375,"Stamford, Darien, and New Canaan",28,0,0,0,0,2,7,CT,0,58788,,,17,,,12470,,,1,,16,,13026,,22.3,10715,,26.9,,37223,,46346,63381,FALSE,,
,,,0,0,0,0,0,0,St.Joseph,87,0,0,0,0,2,7,MO,0,0,,,73,,,4100,,,,,,,2755,5.1,3.6,2760,4108,,,72951,76827,80935,75711,FALSE,,
,4,7,,,,,,,St.Louis,85,,,,,,,MO,,,95,287,71,18,316,80935,116,10,101,2,12,125,59406,9.9,7.3,59647,81346,,,756401,740614,821960,816048,FALSE,,
,2,1,,,,,,4139,StPaul,83,,,,198,,,MN,,283399,51,82,70,8,93,44508,46,1,48,2,7,58,33612,16.4,11.7,33716,44652,,,254020,226954,271606,287736,FALSE,,
,,,1,3,35,33,7416,11982,St.Petersburg,31,0,0,0,0,2,7,FL,32973,48794,,,20,,,2473,,,2,,16,,3523,,5.8,3551,,6.1,,57261,,40425,60812,FALSE,,
,,,,,,,,,WilkesBarre,141,,,,,,,PA,,,,,120,,,14705,,,,,,,10929,17,12.7,10958,14747,,,75278,71879,86626,86236,FALSE,,
0101000020E6100000DD41EC4CA10F54C0DB166536C80C4240,,,0,0,3,0,32566,36018,Winston Salem,94,0,0,0,0,2,7,NC,42705,43789,,,79,,,428,,,,,,,358,0.6,0.5,368,437,,,79447,74837,75274,79815,TRUE,,
